id,company_branch_id,client_id,contract_id,product_id,loan_account_id,user_id,co,loan_type,repayment_type,days_of_month,loan_amount,down_payment,interest_rate,penalty_rate_type,penalty_period1,penalty_period2,penalty_rate1,penalty_rate2,payoff_period1,payoff_period2,payoff_period3,pay_off_rate1,pay_off_rate2,pay_off_rate3,loan_duration,balloon,balloon_month,balloon_amount_array,monthly_payment,loan_purpose,doc_location,status,mof,dsr,annual_yield,custom_flag,holiday_flag,dealer_id,submitted_on,start_date,contract_date,settlement_date,rejected_date,rejected_note,rejected_byuserid,last_schedule_date,disburse_date,disburse_note,disburse_byuserid,parc_step,created_at,updated_at
285,2,278,R160001,298,12,2,22,1,1,Flexible,30000.00,10000.00,1.25,1,0,0,0.7,0,6,15,0,10,5,0,36,0,,,0.00,,,3,0,0,16.09,0,1,2,2016-01-01,2015-12-04,2016-01-01,,0000-00-00,,0,2016-01-01,2016-01-04,,2,0,"2016-04-06 16:22:25","2016-04-06 17:48:31"
